,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
15236,20,1,104164,2,9,2,5,3,0,0,0,0,40,0,0
15237,22,1,190429,4,10,2,3,1,0,1,0,0,20,0,0
15241,40,1,220563,11,8,3,8,1,0,0,0,0,40,0,0
15245,44,0,254303,4,10,3,1,1,0,0,0,0,45,0,0
15247,50,1,189183,2,9,0,9,0,0,0,0,0,40,0,0
15252,53,2,176059,8,14,3,6,2,0,1,0,0,50,0,0
15253,31,1,279015,8,14,0,0,0,0,0,0,2415,70,11,1
15257,53,1,341439,8,14,2,0,1,0,1,0,0,60,0,1
15258,47,1,209460,4,10,0,8,0,0,0,0,1485,47,0,0
15260,59,1,230899,1,5,4,2,2,0,1,0,0,40,3,0
15262,47,4,20956,0,13,0,8,0,0,0,0,1740,40,0,0
15266,18,1,234648,3,7,2,7,3,1,0,0,0,15,0,0
15272,21,1,372636,2,9,2,3,3,1,0,0,0,40,0,0
15278,44,1,74680,4,10,0,8,0,0,0,5178,0,50,0,1
15302,24,1,195808,4,10,2,2,3,0,0,0,0,40,0,0
15304,23,1,126346,1,5,2,1,2,1,1,0,0,30,0,0
15312,32,1,174704,3,7,2,1,1,1,0,0,0,40,0,0
15322,36,4,239074,9,12,0,1,0,0,0,0,0,40,0,0
15330,57,1,61761,4,10,0,8,0,0,0,0,1672,45,0,0
15331,62,1,103344,0,13,5,0,1,0,0,10520,0,50,0,1
15346,25,1,199472,5,11,2,9,1,0,1,0,0,38,0,0
15348,27,1,221166,1,5,2,10,3,0,0,0,0,40,0,0
15353,19,1,458558,2,9,0,8,5,0,1,0,0,40,0,0
15354,20,4,340217,2,9,2,9,3,0,1,0,0,40,0,0
15358,27,1,293828,2,9,2,1,1,1,1,0,0,40,1,0
15361,27,1,122038,2,9,0,8,0,0,0,0,0,48,0,0
15362,46,1,160647,0,13,5,4,2,0,1,0,0,38,0,0
15364,22,1,126945,5,11,0,4,0,0,0,0,0,40,0,0
15370,39,1,195253,2,9,0,2,0,0,0,0,0,40,0,1
15371,54,2,172991,2,9,0,12,0,0,0,0,0,40,0,0
15373,17,1,95799,3,7,2,3,3,0,1,0,0,18,0,0
15377,39,1,147548,2,9,0,8,0,0,0,0,0,40,0,0
15380,35,1,167990,1,5,0,2,0,0,0,0,0,40,21,0
15383,55,1,56645,0,13,5,10,3,2,0,0,0,40,0,0
15384,45,2,304973,2,9,0,11,0,0,0,0,0,78,0,1
15390,59,1,98361,4,10,0,8,0,0,0,0,0,40,0,1
15393,23,1,203715,2,9,2,10,3,0,0,0,0,40,0,0
15395,34,1,420749,2,9,0,8,0,0,0,0,0,30,29,0
15397,40,1,362482,5,11,0,3,0,0,0,0,0,50,0,0
15403,23,1,215624,4,10,2,2,2,2,0,0,0,40,26,0
15408,51,1,338620,8,14,0,0,0,0,0,15024,0,60,0,1
15426,34,1,286689,8,14,2,7,1,0,0,4650,0,30,0,0
15429,36,1,149833,2,9,0,0,5,0,1,0,0,40,0,0
15432,36,1,166549,4,10,0,9,0,0,0,0,0,40,0,0
15442,26,1,365289,2,9,3,2,1,0,0,0,0,40,0,0
15446,44,4,206553,5,11,3,4,1,0,0,0,0,40,0,0
15451,20,1,131852,2,9,2,9,1,0,1,0,0,40,0,0
15456,19,0,194205,4,10,2,1,3,0,1,0,0,40,3,0
15460,37,1,241174,0,13,0,6,0,0,0,0,0,99,0,1
15462,38,1,168496,9,12,0,3,0,0,0,0,0,50,0,1
15464,22,1,244771,3,7,4,7,2,1,1,0,0,40,0,0
15466,30,5,173858,4,10,0,0,0,2,0,0,1902,40,31,1
15468,29,1,37933,11,8,1,1,1,1,1,0,0,40,0,0
15479,51,1,91137,1,5,2,1,2,1,1,0,0,40,0,0
15484,36,1,370585,2,9,0,7,0,1,0,0,0,40,0,0
15489,45,1,233511,0,13,0,0,0,0,0,0,1977,60,0,1
15493,67,5,81413,2,9,0,12,0,0,0,0,0,40,0,0
15494,58,1,172618,13,15,0,6,0,0,0,0,0,45,0,1
15500,35,4,39207,2,9,2,9,1,0,0,0,0,40,0,0
15513,39,4,382859,2,9,0,8,0,0,0,0,0,40,0,1
15515,47,1,149700,0,13,0,4,0,0,0,15024,0,40,0,1
15519,24,1,326587,4,10,2,3,1,0,0,0,0,40,0,0
15524,43,1,142444,4,10,3,3,2,0,1,0,0,55,0,1
15525,26,1,82246,0,13,2,0,1,0,0,0,1876,38,0,0
15527,18,1,53109,3,7,2,1,3,3,0,0,0,20,0,0
15533,21,7,232719,2,9,2,8,3,1,0,0,0,40,0,0
15541,48,5,238966,4,10,3,0,1,0,0,0,0,40,0,0
15543,59,1,153484,0,13,0,8,0,0,0,15024,0,50,0,1
15546,50,5,240374,8,14,0,3,0,0,0,0,0,40,0,1
15552,35,1,98948,0,13,0,1,5,0,1,0,0,32,0,0
15554,22,1,448626,4,10,2,3,3,0,0,0,0,40,0,0
15557,31,1,399052,1,5,0,10,5,0,1,0,0,42,0,0
15564,34,1,200192,4,10,2,1,1,0,1,0,0,40,0,0
15566,29,4,224858,4,10,0,11,0,0,0,0,0,60,0,0
15581,28,1,191088,0,13,0,0,5,0,1,0,0,40,0,1
15588,60,5,171315,2,9,3,8,1,0,0,0,0,40,0,0
15610,32,1,203674,9,12,3,6,2,0,1,0,880,36,0,0
15616,31,1,251167,2,9,0,7,5,0,1,0,0,30,3,0
15617,46,1,94809,4,10,3,14,2,0,1,0,0,30,0,0
15625,66,2,36364,2,9,0,8,0,0,0,0,2267,40,0,0
15634,27,1,132326,4,10,0,8,0,0,0,0,0,40,0,0
15646,30,1,131588,2,9,2,8,1,1,1,0,0,45,0,0
15653,36,1,150042,2,9,2,9,3,0,1,0,0,40,0,0
15671,39,1,231141,2,9,0,2,0,0,0,2829,0,40,0,0
15674,37,1,102541,5,11,0,7,5,3,1,0,0,40,0,0
15681,50,1,124094,2,9,0,8,0,0,0,0,0,40,28,0
15688,46,0,368561,9,12,3,8,1,0,0,0,0,40,0,0
15692,39,5,116358,0,13,0,3,0,2,0,7688,0,40,2,1
15698,32,1,31740,8,14,0,6,0,2,0,0,0,40,8,0
15711,27,1,166210,2,9,3,8,1,0,0,0,0,50,0,0
15722,50,1,248619,2,9,0,8,0,0,0,0,0,40,0,0
15725,23,1,51985,2,9,2,12,1,0,0,0,0,38,0,0
15732,38,0,140117,4,10,2,1,1,0,1,0,0,20,0,0
15733,27,1,107458,0,13,2,6,1,0,0,0,0,40,0,0
15735,44,4,306440,2,9,3,8,1,0,0,0,0,40,0,0
15738,32,1,37210,0,13,0,0,0,0,0,0,0,45,0,1
15739,43,1,196084,8,14,0,6,0,0,0,0,0,55,0,0
15743,19,1,131982,4,10,2,7,3,0,0,0,0,40,0,0
15749,49,4,128990,0,13,0,6,0,0,0,0,0,40,0,1
15750,38,1,106838,2,9,0,12,0,0,0,0,0,40,0,0
15752,39,1,108140,5,11,0,8,0,0,0,0,0,40,0,0
15755,58,1,197114,3,7,0,8,0,0,0,0,0,40,0,0
15757,59,2,176118,8,14,3,6,1,0,0,0,0,40,0,1
15760,53,3,123011,8,14,0,0,0,0,0,0,0,60,0,1
15767,35,1,81232,0,13,0,3,0,0,0,15024,0,50,0,1
15770,43,1,128354,2,9,3,0,1,0,1,0,0,40,0,0
15772,21,1,414812,6,4,2,8,3,0,0,0,0,40,0,0
15794,24,1,148320,4,10,0,9,0,1,0,0,0,40,0,0
15799,19,1,356272,4,10,2,9,1,0,1,0,0,25,0,0
15802,44,2,263871,4,10,3,0,1,0,0,0,0,50,0,0
15809,58,0,143731,2,9,0,3,0,0,0,0,0,72,0,1
15810,39,1,236391,2,9,0,8,0,0,0,0,0,45,0,0
15817,52,1,284329,4,10,0,8,0,0,0,0,0,45,0,1
15820,22,1,31387,0,13,0,9,3,3,1,2885,0,25,0,0
15834,25,1,250038,8,14,0,2,1,0,0,0,0,40,3,0
15835,29,1,150861,2,9,2,9,1,0,1,0,0,40,0,0
15836,51,1,87205,0,13,3,6,2,0,1,0,0,55,16,0
15840,27,1,205440,7,6,0,2,0,0,0,0,0,40,0,0
15841,23,1,198996,2,9,2,9,1,0,1,0,0,40,0,0
15842,18,1,294253,2,9,2,1,3,0,1,0,0,27,0,0
15848,36,2,212856,3,7,2,1,2,0,1,0,0,23,0,0
15853,53,1,107123,2,9,3,1,1,1,0,0,0,40,0,0
15860,62,1,160155,6,4,0,7,0,0,0,6418,0,40,0,1
15866,23,3,199915,2,9,2,1,3,0,1,0,0,21,0,0
15885,47,1,158924,2,9,0,4,5,0,1,0,0,40,0,0
15897,30,1,296453,2,9,2,8,1,0,0,0,0,35,0,0
15898,19,1,278915,11,8,2,5,3,1,1,0,0,52,0,0
15905,62,0,159939,2,9,0,10,0,0,0,0,0,35,0,0
15908,22,2,163205,2,9,2,1,3,0,1,0,0,53,0,0
15914,58,1,201393,9,12,3,9,1,0,0,0,1876,40,0,0
15915,25,0,136450,9,12,0,9,5,0,1,0,0,35,0,1
15916,23,1,193586,4,10,2,9,3,0,1,0,0,25,0,0
15925,21,1,103205,2,9,0,2,0,0,0,0,0,40,0,0
15935,35,1,115214,2,9,2,2,2,0,0,6497,0,65,0,0
15936,27,1,289484,4,10,2,9,3,0,1,0,0,40,0,0
15943,26,1,199143,2,9,0,5,0,0,0,0,0,50,0,0
15952,23,1,313573,0,13,2,3,3,1,1,0,0,25,0,0
15963,38,1,376025,6,4,0,10,0,0,0,0,0,40,0,0
15964,55,1,80167,0,13,3,6,2,0,1,0,0,40,0,0
15966,24,1,82847,2,9,4,1,2,0,1,0,0,50,34,1
15968,38,1,275223,4,10,0,3,0,0,0,7298,0,40,0,1
15973,36,1,66304,4,10,0,12,0,0,0,0,0,45,0,0
15974,41,1,200671,0,13,3,12,3,1,0,6497,0,40,0,0
15982,44,1,205706,2,9,2,0,1,0,1,0,0,40,0,0
15987,18,1,210026,7,6,2,1,4,0,1,0,0,40,0,0
15991,28,1,192588,2,9,0,2,0,0,0,0,0,40,0,0
15993,49,2,31339,2,9,0,8,0,0,0,0,0,40,0,0
15995,63,1,188914,2,9,5,2,4,1,1,0,0,40,22,0
15996,58,0,141165,2,9,0,10,0,0,0,0,0,50,0,0
16000,27,1,221366,4,10,0,6,0,0,0,3103,0,50,0,1
16001,24,1,403671,0,13,2,6,1,0,0,0,0,40,0,0
16006,28,1,69847,0,13,2,9,3,2,1,0,0,30,0,0
16007,26,3,169323,8,14,2,6,1,0,1,0,0,40,0,0
16008,35,3,172327,0,13,4,0,1,0,0,0,0,42,0,0
16010,50,1,166220,9,12,0,3,5,0,1,3942,0,40,0,0
16011,39,1,186420,2,9,3,9,1,0,1,0,0,40,0,0
16012,46,1,192779,0,13,2,3,1,0,0,0,0,45,0,1
16014,24,1,141113,6,4,0,3,0,0,0,2580,0,40,0,0
16017,41,1,207578,9,12,0,0,0,1,0,0,0,50,8,1
16019,41,1,254630,5,11,3,7,1,0,0,0,0,80,0,0
16022,45,1,192835,2,9,0,1,0,0,0,3942,0,40,0,0
16023,33,1,206280,2,9,2,9,1,1,0,0,0,40,0,0
16026,40,1,206066,2,9,0,8,0,0,0,0,0,50,0,0
16028,38,2,216129,4,10,1,0,2,1,1,0,0,35,0,0
16033,42,1,59474,2,9,3,2,1,0,0,0,0,40,0,0
16037,22,1,173736,2,9,0,8,0,0,0,0,0,40,0,0
16051,54,1,221915,13,15,2,6,4,0,1,0,0,65,0,0
16056,37,1,187311,4,10,2,9,1,0,1,0,0,60,0,0
16061,30,1,340917,2,9,2,8,1,0,0,0,0,40,0,0
16062,27,1,155057,4,10,0,6,0,0,0,0,0,50,0,1
16070,29,1,253003,2,9,2,5,1,0,0,0,0,16,0,0
16071,57,3,250976,2,9,0,8,0,0,0,0,0,40,0,0
16072,41,1,104196,4,10,3,12,1,0,0,0,0,60,0,0
16074,44,1,188331,4,10,3,0,2,0,1,0,0,42,0,0
16077,37,1,40955,0,13,2,6,1,0,0,0,0,30,0,0
16078,35,1,107125,0,13,0,6,0,0,0,0,0,16,0,1
16084,18,1,51789,4,10,2,1,3,0,0,0,0,8,0,0
16088,54,1,150999,4,10,3,2,1,0,0,0,0,60,0,0
16095,35,1,283237,2,9,2,2,3,0,0,0,0,40,0,0
16098,40,1,374764,4,10,3,5,1,0,0,0,0,40,0,0
16099,35,1,32528,2,9,0,5,0,0,0,0,0,45,0,0
16108,74,1,194312,1,5,5,8,1,0,0,0,0,10,2,0
16111,24,4,287988,0,13,2,13,1,0,0,0,0,40,0,0
16128,27,1,57052,2,9,0,8,0,0,0,2885,0,40,0,0
16133,25,2,198813,0,13,2,9,4,1,1,0,0,40,0,0
16134,71,1,180733,8,14,2,1,1,0,1,0,0,20,0,0
16136,69,1,159077,3,7,0,7,0,0,0,0,0,48,0,0
16147,41,1,152742,5,11,3,4,1,0,1,3325,0,40,0,0
16148,28,5,153291,2,9,2,9,3,0,1,0,0,35,0,0
16149,40,1,353432,7,6,3,2,1,0,1,0,0,35,0,0
16152,39,1,150057,8,14,2,3,1,0,0,0,0,50,0,1
16158,34,1,123084,3,7,0,2,3,0,1,0,0,40,0,0
16159,55,1,174662,2,9,0,12,0,0,0,0,0,32,0,0
16163,30,1,232475,2,9,4,8,1,0,0,0,0,40,0,0
16166,51,1,257337,2,9,0,12,0,0,0,0,0,50,0,0
16177,36,1,202662,8,14,0,6,0,0,0,0,0,40,0,1
16183,51,1,101722,6,4,0,0,0,3,0,3908,0,47,0,0
16187,37,4,448337,2,9,2,0,2,1,1,0,0,40,0,0
16190,39,1,255503,0,13,2,0,1,0,0,0,0,40,0,1
16194,32,1,108023,8,14,2,9,1,0,0,0,0,40,0,0
16197,68,1,121846,6,4,5,1,2,3,1,0,0,20,0,0
16200,19,3,536725,4,10,2,9,4,0,1,0,0,15,12,0
16213,25,1,194897,2,9,2,3,3,3,0,6849,0,40,0,0
16214,30,1,130078,0,13,2,3,1,0,1,0,0,45,0,0
16223,30,0,278522,3,7,2,10,3,1,0,0,0,40,0,0
16228,32,1,166634,2,9,0,2,0,1,0,0,0,40,0,0
16229,52,1,185283,8,14,2,6,1,0,0,0,0,40,0,0
16239,44,0,33121,4,10,0,10,0,0,0,0,0,72,0,0
16251,55,0,349910,9,12,0,3,0,0,0,0,0,60,0,0
16252,61,1,170262,2,9,0,0,5,0,1,15024,0,38,0,1
16253,33,1,184306,2,9,3,5,2,0,0,0,0,30,0,0
16255,64,1,151540,3,7,5,4,2,0,1,0,0,16,0,0
16258,36,1,162651,2,9,4,9,1,0,0,0,0,40,25,0
16259,43,0,130126,0,13,0,8,0,0,0,0,0,40,0,1
16260,39,0,160120,15,16,3,9,4,4,0,0,0,40,2,0
16263,40,1,137142,2,9,0,3,0,0,0,0,0,60,0,0
16264,45,5,122206,9,12,0,0,0,0,0,0,0,50,0,1
16270,61,1,199198,6,4,5,1,1,1,1,0,0,21,0,0
16277,34,1,103408,4,10,3,6,1,1,0,0,0,40,29,1
16281,55,1,393768,5,11,0,0,0,0,0,0,0,40,0,0
16287,50,1,283676,4,10,0,8,0,0,0,0,0,40,0,1
16295,38,1,117802,2,9,0,2,0,0,0,0,0,65,0,1
16296,19,1,211355,2,9,2,9,3,0,0,0,0,12,0,0
16305,33,1,119176,4,10,5,9,2,0,1,0,0,40,0,0
16306,27,1,169117,2,9,0,9,5,1,1,0,1887,40,0,1
16309,38,1,26698,2,9,0,4,0,0,0,0,0,40,0,0
16310,52,1,236497,0,13,0,0,0,0,0,0,0,48,0,1
16319,22,1,276494,2,9,2,5,1,1,0,0,0,40,0,0
16323,59,2,130532,4,10,5,1,1,0,1,0,0,40,28,0
16325,32,1,299635,5,11,0,8,0,0,0,0,0,45,0,0
16327,51,1,33304,2,9,0,8,0,0,0,0,0,40,0,0
16328,43,1,95634,0,13,0,1,5,2,1,0,0,45,2,0
16331,44,4,201435,5,11,0,8,0,1,0,0,0,40,0,1
16332,28,1,334032,5,11,2,3,1,0,0,0,0,50,0,0
16338,38,0,37778,2,9,2,10,1,0,0,0,0,60,0,0
16353,38,1,172755,2,9,2,6,1,0,0,0,0,40,0,0
16357,31,1,284703,8,14,2,6,1,1,0,0,0,40,0,0
16360,25,1,189219,0,13,2,3,3,0,1,0,0,40,0,0
16361,24,1,210781,0,13,2,14,1,0,1,0,0,40,36,0
16367,28,1,278736,14,3,0,2,0,0,0,0,0,40,3,0
16374,32,1,146154,2,9,0,3,5,0,1,0,0,40,0,0
16376,30,1,79712,0,13,0,6,0,4,0,0,0,40,0,0
16382,17,1,148769,2,9,2,7,3,1,0,0,0,40,0,0
16387,17,1,173807,3,7,2,8,3,0,1,0,0,15,0,0
16389,38,1,102938,0,13,0,8,0,0,0,0,0,40,0,0
16391,25,1,50053,2,9,2,1,1,1,0,0,0,40,12,0
16392,57,1,233382,8,14,2,0,1,0,0,0,0,40,4,0
16393,32,1,270968,0,13,3,0,1,0,1,0,0,50,0,1
16402,24,1,77665,2,9,2,8,1,0,0,0,0,42,0,0
16404,51,1,172175,15,16,2,7,1,0,0,0,2824,40,0,1
16418,39,1,230329,0,13,0,3,0,0,0,0,0,40,21,1
16419,42,1,376072,2,9,0,12,0,0,0,0,0,30,0,0
16426,56,1,103948,3,7,0,12,0,0,0,0,0,40,0,0
16427,33,0,310525,11,8,2,8,1,1,0,0,0,32,0,0
16430,57,3,254949,2,9,0,0,0,0,0,0,0,40,0,1
16431,31,1,118149,4,10,2,0,1,1,1,0,0,40,0,0
16432,18,1,267965,3,7,2,3,1,0,1,0,0,15,0,0
16434,33,1,147700,2,9,0,8,0,4,0,0,0,40,0,0
16436,47,1,168262,0,13,2,9,3,0,0,0,0,40,0,0
16441,26,1,485117,9,12,2,8,1,0,0,0,0,40,0,0
16442,25,1,31350,2,9,2,5,1,0,0,0,0,60,16,0
16444,29,1,196420,2,9,2,0,1,0,1,0,0,45,0,0
16448,44,0,109684,8,14,3,0,2,0,1,0,0,40,0,0
16449,32,1,169589,5,11,0,5,0,0,0,0,0,40,0,1
16453,50,1,113290,2,9,0,3,5,0,1,0,0,15,0,0
16461,58,1,238438,4,10,0,6,0,0,0,0,0,42,0,0
16462,48,3,212954,8,14,0,6,0,0,0,15024,0,40,0,1
16472,23,1,462294,9,12,2,1,3,1,0,0,0,44,0,0
16476,57,2,190747,1,5,0,1,0,0,0,0,0,40,0,0
16480,35,1,172186,4,10,2,8,3,0,0,0,0,40,0,0
16482,42,5,443508,15,16,0,6,0,0,0,0,0,45,0,1
16485,38,3,312528,0,13,0,0,0,0,0,0,0,37,0,0
16492,58,0,35551,0,13,0,0,0,0,0,0,0,70,0,1
16496,51,1,221672,8,14,0,3,0,0,0,15024,0,50,0,1
16508,51,3,105943,2,9,0,9,5,0,1,3908,0,40,0,0
16511,22,0,357612,2,9,0,8,0,0,0,0,0,60,0,0
16513,75,0,218521,4,10,1,8,1,0,0,0,0,30,0,0
16514,55,1,179534,3,7,5,5,2,0,1,0,0,40,0,0
16518,49,1,236586,2,9,0,9,0,0,0,0,0,40,0,1
16528,36,1,83471,2,9,5,1,2,2,1,0,0,20,0,0
16532,18,1,335665,3,7,2,1,4,1,1,0,0,24,0,0
16533,25,1,212522,2,9,2,8,4,0,0,0,0,40,0,0
16544,30,1,182833,4,10,2,0,3,1,1,0,0,40,0,0
16568,25,1,133373,2,9,4,8,1,0,0,0,0,40,0,0
16569,64,2,84737,2,9,0,1,0,2,0,0,0,35,0,1
16571,59,1,368005,3,7,0,8,0,0,0,0,0,40,0,0
16572,45,3,36032,2,9,3,11,2,1,1,0,0,40,0,0
16578,48,2,121622,8,14,2,6,2,0,1,0,1380,40,0,0
16579,18,1,201613,11,8,2,3,3,0,1,0,0,20,0,0
16589,34,1,271933,8,14,2,0,2,0,1,0,0,50,0,0
16596,47,1,188081,2,9,0,2,0,0,0,0,0,40,0,1
16601,40,2,166893,0,13,0,11,0,1,0,0,0,40,0,1
16602,68,1,65730,2,9,0,7,0,0,0,0,0,25,0,0
16608,39,1,218490,0,13,0,0,0,0,0,0,1977,40,0,1
16613,53,1,177647,0,13,3,0,2,0,0,0,0,40,0,0
16629,46,1,44671,0,13,0,11,0,0,0,0,0,40,0,0
16640,34,5,114733,9,12,0,9,5,0,1,0,0,36,0,0
16642,18,1,195981,2,9,5,7,3,0,0,0,0,40,0,0
16643,44,1,79531,5,11,0,8,0,0,0,0,0,40,0,1
16645,49,2,159641,0,13,3,0,2,0,1,0,625,40,0,0
16658,22,1,203182,0,13,2,0,2,0,1,0,0,30,0,0
16660,26,1,215384,0,13,2,0,1,0,0,0,1974,55,0,0
16666,31,1,123430,3,7,0,10,0,0,0,0,0,65,3,0
16676,33,1,389932,2,9,3,12,1,1,0,0,0,55,0,0
16678,41,1,107584,4,10,4,12,1,0,0,0,0,35,0,0
16687,23,1,386705,4,10,2,9,3,0,0,0,0,24,0,0
16691,46,2,146497,2,9,3,6,1,0,1,0,0,40,0,0
16692,29,1,190765,2,9,3,2,1,0,0,0,0,44,0,0
16706,43,1,145762,0,13,0,0,0,0,0,0,0,40,0,0
16710,26,1,183171,3,7,2,1,3,1,0,1055,0,32,0,0
16713,43,1,148998,2,9,3,9,2,0,1,0,0,40,0,0
16716,55,0,248841,8,14,0,6,0,0,0,0,1977,40,0,1
16718,20,1,161092,4,10,2,5,3,0,0,0,0,40,0,0
16720,51,0,155963,4,10,0,8,0,0,0,0,0,55,0,0
16721,28,1,147560,4,10,0,3,0,0,0,0,1902,55,0,1
16722,24,1,376393,5,11,2,3,1,0,1,0,0,40,0,0
16732,32,1,462255,0,13,3,0,1,0,1,0,0,40,0,0
16741,34,2,134886,2,9,0,1,5,0,1,0,1740,35,0,0
16744,51,1,74784,0,13,3,3,1,0,1,0,0,60,0,0
16747,52,1,89041,0,13,1,6,1,0,0,0,0,30,0,1
16754,26,2,80485,0,13,2,6,1,0,1,0,0,38,0,0
16764,52,1,167527,3,7,5,1,2,1,1,0,0,40,0,0
16773,44,1,260046,2,9,3,12,1,0,0,0,0,40,0,0
16776,54,1,87205,2,9,5,1,1,0,1,0,0,15,0,0
16779,23,2,185575,0,13,2,6,3,0,1,0,0,40,0,0
16780,37,1,177858,4,10,2,0,1,0,0,2174,0,40,0,0
16785,44,1,157217,9,12,0,6,0,0,0,0,0,40,0,1
16789,30,2,159773,0,13,0,11,0,0,0,0,0,45,0,1
16798,51,1,146325,2,9,0,7,0,0,0,0,0,28,0,0
16805,41,4,355918,2,9,0,4,0,0,0,0,0,40,0,1
16810,31,1,85077,0,13,0,7,5,0,1,0,1902,20,0,1
16811,46,2,180010,0,13,0,6,5,0,1,0,0,40,0,1
16814,46,1,237731,5,11,0,9,0,0,0,0,0,40,0,0
16816,49,2,116163,0,13,3,6,2,0,1,0,0,50,36,0
16818,55,3,153451,2,9,0,4,5,0,1,0,1887,40,0,1
16820,27,1,33429,4,10,3,9,2,0,1,0,0,40,0,0
16825,38,1,203763,2,9,3,9,1,0,1,0,0,40,0,0
16826,27,1,218785,2,9,0,0,5,0,1,0,0,40,0,0
16829,44,3,175696,0,13,0,0,0,0,0,0,0,40,0,1
16830,26,1,101027,2,9,0,3,0,0,0,0,0,48,0,0
16834,26,1,131686,0,13,2,6,1,0,1,0,0,40,0,0
16842,30,1,235639,7,6,0,8,0,0,0,0,0,40,0,0
16844,53,1,122412,0,13,2,6,1,0,1,0,0,40,0,0
16845,23,1,434894,2,9,0,5,0,1,0,0,0,40,0,0
16848,39,1,225330,0,13,5,6,2,0,1,0,0,50,28,1
16851,32,1,193380,2,9,2,12,3,0,0,0,0,40,0,0
16864,42,1,54202,0,13,2,3,1,0,0,10520,0,50,0,1
16867,49,1,160167,5,11,0,9,0,0,0,0,0,40,0,0
16868,53,1,178356,9,12,0,0,0,0,0,2407,0,99,0,0
16875,53,1,195638,2,9,3,9,1,0,1,0,0,40,0,0
16883,29,1,274969,2,9,2,8,2,0,1,0,0,42,0,0
16886,20,1,210338,4,10,2,1,3,0,1,0,0,15,0,0
16889,33,1,251421,9,12,3,6,1,0,0,0,0,50,0,0
16902,52,1,137428,2,9,3,12,1,0,0,0,0,45,0,0
16905,62,1,199193,2,9,0,5,0,0,0,0,0,25,0,0
16910,29,5,241431,15,16,0,6,0,0,0,0,0,35,0,1
16912,26,1,152240,4,10,2,2,3,0,0,0,0,40,0,0
16928,23,1,207415,0,13,2,0,3,0,1,0,0,15,0,0
16952,22,1,229456,2,9,2,9,3,1,1,0,0,38,0,0
16956,25,1,29020,9,12,3,9,1,1,1,0,0,45,0,0
16962,34,1,342709,8,14,0,0,0,0,0,0,0,40,0,0
16966,47,1,34458,6,4,0,7,0,0,0,0,0,10,0,0
16969,46,1,189762,9,12,2,4,1,0,0,0,0,56,0,0
16978,44,1,136419,7,6,0,7,0,0,0,0,0,40,0,0
16987,40,1,175935,0,13,3,3,1,0,0,14084,0,40,0,1
16994,17,1,142457,3,7,2,1,3,1,0,0,0,20,0,0
16997,20,1,157894,4,10,2,1,3,1,0,0,0,20,0,0
17001,43,1,358199,4,10,0,3,0,0,0,3103,0,40,0,1
17026,36,1,207853,2,9,3,8,3,0,0,0,0,40,0,0
17029,34,3,259705,4,10,4,0,3,0,1,0,0,40,0,0
17031,24,1,449432,11,8,0,8,0,0,0,0,0,40,0,0
17036,30,1,342709,2,9,0,4,0,0,0,0,0,40,0,0
17039,20,1,273701,4,10,2,7,4,1,0,34095,0,10,0,0
17041,24,2,161092,2,9,2,1,3,0,0,0,0,40,0,0
17049,50,1,215990,2,9,0,8,0,0,0,0,0,40,0,1
17062,23,1,213811,0,13,2,0,3,0,1,0,0,40,0,0
17067,23,1,193586,2,9,0,9,5,0,1,3908,0,40,0,0
17072,28,1,167987,2,9,2,1,3,0,1,0,0,40,0,0
17076,37,1,223433,2,9,0,3,0,0,0,0,0,40,0,1
17078,24,1,172496,0,13,2,3,1,0,0,0,0,30,0,0
17088,33,1,392812,0,13,0,0,0,0,0,0,0,45,0,1
17091,22,1,308205,14,3,2,10,4,0,0,0,0,40,3,0
17093,36,1,152307,2,9,0,2,0,0,0,0,0,40,0,0
17104,20,1,33221,4,10,2,1,3,0,1,0,0,25,0,0
17106,23,1,209770,2,9,2,9,3,0,1,0,0,40,0,0
17109,25,1,190350,2,9,2,9,2,1,1,0,0,40,0,0
17116,44,0,201742,0,13,0,0,0,0,0,0,2415,50,0,1
17118,28,1,185127,4,10,2,3,1,0,0,0,0,40,0,0
17119,44,1,462838,2,9,3,5,1,0,1,0,0,48,0,0
17124,45,1,120724,8,14,0,0,0,0,0,4386,0,40,0,0
17134,35,4,103214,15,16,2,6,1,3,1,0,0,60,0,1
17143,42,0,326083,5,11,0,6,0,0,0,0,0,40,0,0
17154,41,1,204662,8,14,0,0,0,0,0,0,0,45,0,1
17156,49,1,179869,2,9,0,8,0,0,0,0,0,40,0,1
17158,20,1,352139,4,10,3,1,3,0,1,0,0,29,0,0
17161,19,1,271446,4,10,2,1,3,0,1,0,0,25,0,0
17164,22,1,94662,5,11,2,8,1,0,0,0,0,44,0,0
17167,41,2,103759,4,10,0,12,0,0,0,3942,0,40,0,0
17172,57,5,180211,13,15,0,6,0,2,0,0,0,50,11,1
17173,54,2,219276,0,13,0,0,0,2,0,0,0,40,15,1
17177,29,1,277342,4,10,2,12,2,0,0,0,0,40,0,0
17178,22,1,140001,0,13,2,9,1,0,0,0,0,40,0,0
17181,52,1,235307,0,13,0,6,0,0,0,0,0,40,0,1
17183,51,2,156003,2,9,3,11,1,0,0,0,0,40,0,0
17196,57,1,124507,0,13,0,3,0,0,0,0,0,55,0,1
17200,50,1,105010,0,13,0,10,0,0,0,0,0,45,0,1
17207,50,1,297906,4,10,0,3,0,2,0,0,0,50,0,1
17209,53,1,123011,2,9,0,7,0,0,0,0,0,40,0,1
